Lat_Bruxelles,Long_Bruxelles,Lat_Ghent,Long_Ghent,Lat_Antwerp,Long_Antwerp,Lat_Leuven,Long_Leuven,Lat_Charleroi,Long_Charleroi,Lat_Namue,Long_Namue,Lat_Liege,Long_Liege,Lat_Mons,Long_Mons
50.8503,4.3517,51.0543,3.7174,51.2194,50.8503,50.8798,4.7005,50.4108,4.4446,50.4674,4.872,50.6326,5.5797,50.4542,3.9567
