Code,Longitude,Latitude,Coordonnees
1000,4.351697,50.8465573,"50.8465573,4.351697"
1020,4.3487134,50.883392,"50.883392,4.3487134"
1030,4.3737121,50.8676041,"50.8676041,4.3737121"
1040,4.3895104,50.8368511,"50.8368511,4.3895104"
1050,4.3815707,50.8222854,"50.8222854,4.3815707"
1060,4.345668,50.8267409,"50.8267409,4.345668"
1070,4.3123401,50.8381411,"50.8381411,4.3123401"
1080,4.3227779,50.8543551,"50.8543551,4.3227779"
1081,4.3257084,50.8622633,"50.8622633,4.3257084"
1082,4.292702,50.8639835,"50.8639835,4.292702"
1083,4.3175103,50.8712396,"50.8712396,4.3175103"
1090,4.3260903,50.8777634,"50.8777634,4.3260903"
1120,4.3904888684211,50.89779605,"50.89779605,4.39048886842"
1130,4.4125708732431,50.8919661,"50.8919661,4.41257087324"
1140,4.4021602,50.8704524,"50.8704524,4.4021602"
1150,4.4432967,50.8292429,"50.8292429,4.4432967"
1160,4.4331389,50.8156571,"50.8156571,4.4331389"
1170,4.4158177,50.799394,"50.799394,4.4158177"
1180,4.3372348,50.8018201,"50.8018201,4.3372348"
1190,4.3177512,50.8091426,"50.8091426,4.3177512"
1200,4.4284842,50.8466928,"50.8466928,4.4284842"
1210,4.3723364,50.8530739,"50.8530739,4.3723364"
1300,4.607744,50.7164189,"50.7164189,4.607744"
1301,4.5894025,50.7111796,"50.7111796,4.5894025"
1310,4.4796542,50.7315053,"50.7315053,4.4796542"
1315,4.798944,50.6918004,"50.6918004,4.798944"
1320,4.8320079,50.7717493,"50.7717493,4.8320079"
1325,4.6896145,50.7021372,"50.7021372,4.6896145"
1330,4.5272896887008,50.7133548,"50.7133548,4.5272896887"
1331,4.5463113019639,50.73713045,"50.73713045,4.54631130196"
1332,4.4971389344121,50.72074495,"50.72074495,4.49713893441"
1340,4.5804937701303,50.6726725,"50.6726725,4.58049377013"
1341,4.5291742660159,50.6625713,"50.6625713,4.52917426602"
1342,4.5549022761211,50.6851551,"50.6851551,4.55490227612"
1348,4.6141567317211,50.6741689,"50.6741689,4.61415673172"
1350,4.9370984,50.6610719,"50.6610719,4.9370984"
1357,4.9890154,50.7567681,"50.7567681,4.9890154"
1360,4.8134719,50.6234469,"50.6234469,4.8134719"
1367,4.8735246,50.6681389,"50.6681389,4.8735246"
1370,4.8709616,50.7218206,"50.7218206,4.8709616"
1380,4.4844157,50.6860037,"50.6860037,4.4844157"
1390,4.7033973,50.7267076,"50.7267076,4.7033973"
1400,4.3319091758631,50.58916295,"50.58916295,4.33190917586"
1401,4.3586482570372,50.6172472,"50.6172472,4.35864825704"
1402,4.3825954093731,50.58678735,"50.58678735,4.38259540937"
1404,4.2649262209555,50.6048658,"50.6048658,4.26492622096"
1410,4.3978047,50.7173563,"50.7173563,4.3978047"
1420,4.3548145440335,50.6940942,"50.6940942,4.35481454403"
1421,4.3507902353934,50.65630215,"50.65630215,4.35079023539"
1428,4.3670582,50.6483743,"50.6483743,4.3670582"
1430,4.1350275503194,50.67355825,"50.67355825,4.13502755032"
1435,4.6127019,50.6365628,"50.6365628,4.6127019"
1440,4.2666690726132,50.68088165,"50.68088165,4.26666907261"
1450,4.636678,50.6080835,"50.6080835,4.636678"
1457,4.6743285,50.6407147,"50.6407147,4.6743285"
1460,4.2611675641255,50.6463367,"50.6463367,4.26116756413"
1461,4.2964719513591,50.6488039,"50.6488039,4.29647195136"
1470,4.5192034141632,50.63205335,"50.63205335,4.51920341416"
1471,4.4319644959116,50.5929226,"50.5929226,4.43196449591"
1472,4.4015030981612,50.62902485,"50.62902485,4.40150309816"
1473,4.4464886939844,50.63691535,"50.63691535,4.44648869398"
1474,4.4729429472611,50.6269861,"50.6269861,4.47294294726"
1476,4.4110339517433,50.5762935,"50.5762935,4.41103395174"
1480,4.204696,50.69302,"50.69302,4.204696"
1490,4.5685766,50.6443208,"50.6443208,4.5685766"
1495,4.5380975970878,50.55047955,"50.55047955,4.53809759709"
1500,4.2374349,50.7360524,"50.7360524,4.2374349"
1501,4.2605080818496,50.73793415,"50.73793415,4.26050808185"
1502,4.2143430588907,50.7092954,"50.7092954,4.21434305889"
1540,4.0974868,50.747729,"50.747729,4.0974868"
1541,3.9985766720315,50.70721955,"50.70721955,3.99857667203"
1547,3.943147,50.7164481,"50.7164481,3.943147"
1560,4.474407,50.7674846,"50.7674846,4.474407"
1570,4.0247359,50.76088,"50.76088,4.0247359"
1600,4.1993838,50.7877313,"50.7877313,4.1993838"
1601,4.298610469732,50.7848617,"50.7848617,4.29861046973"
1602,4.2360410720845,50.805593,"50.805593,4.23604107208"
1620,4.3173542,50.786532,"50.786532,4.3173542"
1630,4.3345641,50.7716092,"50.7716092,4.3345641"
1640,4.3463687,50.74503,"50.74503,4.3463687"
1650,4.3051321494591,50.7684432,"50.7684432,4.30513214946"
1651,4.2729986221483,50.76514035,"50.76514035,4.27299862215"
1652,4.3281703413079,50.7449476,"50.7449476,4.32817034131"
1653,4.2950152833964,50.73423975,"50.73423975,4.2950152834"
1654,4.2732545968764,50.74931535,"50.74931535,4.27325459688"
1670,4.1126567,50.7348458,"50.7348458,4.1126567"
1671,4.174198071757,50.7793527,"50.7793527,4.17419807176"
1673,4.1853449364222,50.7354888,"50.7354888,4.18534493642"
1674,4.1601450278998,50.73779765,"50.73779765,4.1601450279"
1700,4.2657299667643,50.84408625,"50.84408625,4.26572996676"
1701,4.2501187,50.8395994,"50.8395994,4.2501187"
1702,4.2635668372339,50.8714357,"50.8714357,4.26356683723"
1703,4.195149072634,50.8363077,"50.8363077,4.19514907263"
1730,4.1804375072845,50.913594,"50.913594,4.18043750728"
1731,4.2744185,50.8842475,"50.8842475,4.2744185"
1740,4.1834171401216,50.87155835,"50.87155835,4.18341714012"
1741,4.1646372476962,50.85672975,"50.85672975,4.1646372477"
1742,4.1535568,50.8726659,"50.8726659,4.1535568"
1745,4.1717632,50.9428791,"50.9428791,4.1717632"
1750,4.1648626,50.8085632,"50.8085632,4.1648626"
1755,4.1212845,50.7631284,"50.7631284,4.1212845"
1760,4.0820664787057,50.83471975,"50.83471975,4.08206647871"
1761,4.1369148649611,50.84817805,"50.84817805,4.13691486496"
1770,4.0860754,50.8711313,"50.8711313,4.0860754"
1780,4.3108723,50.9145955,"50.9145955,4.3108723"
1785,4.1202807810427,51.0881618,"51.0881618,4.12028078104"
1790,4.09834,50.8921419,"50.8921419,4.09834"
1800,4.4551981,50.9271744,"50.9271744,4.4551981"
1820,4.4960702,50.9331623,"50.9331623,4.4960702"
1830,4.4353614,50.9124219,"50.9124219,4.4353614"
1831,4.4365042,50.8945555,"50.8945555,4.4365042"
1840,4.2437819,51.0198436,"51.0198436,4.2437819"
1850,4.4013732626459,50.95030565,"50.95030565,4.40137326265"
1851,4.3777599282045,50.9728229,"50.9728229,4.3777599282"
1852,4.3638682,50.9527061,"50.9527061,4.3638682"
1853,4.342355501959,50.91096285,"50.91096285,4.34235550196"
1860,4.3287322,50.9341625,"50.9341625,4.3287322"
1861,4.3085198,50.9510266,"50.9510266,4.3085198"
1880,4.3512293,50.9799835,"50.9799835,4.3512293"
1910,4.5711630873694,50.94924405,"50.94924405,4.57116308737"
1930,4.5081025949464,50.88499735,"50.88499735,4.50810259495"
1932,4.4359939711919,50.8662434,"50.8662434,4.43599397119"
1933,4.5157438438279,50.85395875,"50.85395875,4.51574384383"
1950,4.4691371,50.8606105,"50.8606105,4.4691371"
1970,4.4871796,50.8440554,"50.8440554,4.4871796"
1980,4.4556575,50.961429,"50.961429,4.4556575"
1981,4.5042526607237,50.9939033,"50.9939033,4.50425266072"
1982,4.479869,50.9722782,"50.9722782,4.479869"
2000,4.3997081,51.2211097,"51.2211097,4.3997081"
2018,4.3997081,51.2211097,"51.2211097,4.3997081"
2020,4.3997081,51.2211097,"51.2211097,4.3997081"
2030,4.3997081,51.2211097,"51.2211097,4.3997081"
2040,4.2836261784487,51.35984975,"51.35984975,4.28362617845"
2050,4.3997081,51.2211097,"51.2211097,4.3997081"
2060,4.3997081,51.2211097,"51.2211097,4.3997081"
2070,4.3416362,51.2028046,"51.2028046,4.3416362"
2100,4.4695254092764,51.2115284,"51.2115284,4.46952540928"
2110,4.5225318,51.2270761,"51.2270761,4.5225318"
2140,4.4403895064496,51.21029905,"51.21029905,4.44038950645"
2150,4.488953,51.1928907,"51.1928907,4.488953"
2160,4.5238022,51.2031044,"51.2031044,4.5238022"
2170,4.4453401635115,51.24994295,"51.24994295,4.44534016351"
2180,4.4322870782182,51.2842045,"51.2842045,4.43228707822"
2200,4.8207801,51.1203399,"51.1203399,4.8207801"
2220,4.7191120718788,51.08755725,"51.08755725,4.71911207188"
2221,4.7692867998141,51.0471677,"51.0471677,4.76928679981"
2222,4.7853558986493,51.10609435,"51.10609435,4.78535589865"
2223,4.4361161,51.2907379,"51.2907379,4.4361161"
2230,4.8336098,51.0324718,"51.0324718,4.8336098"
2235,4.7885461,51.0753923,"51.0753923,4.7885461"
2240,4.6356924683019,51.19902125,"51.19902125,4.6356924683"
2242,4.7033852099385,51.2257319,"51.2257319,4.70338520994"
2243,4.6975445276147,51.2011609,"51.2011609,4.69754452761"
2250,4.8597257,51.1438611,"51.1438611,4.8597257"
2260,4.9012622781849,51.1220734,"51.1220734,4.90126227818"
2270,4.7543972,51.1392427,"51.1392427,4.7543972"
2275,4.8676797,51.26758,"51.26758,4.8676797"
2280,4.7318844301963,51.18870335,"51.18870335,4.7318844302"
2288,4.7370614385825,51.16210045,"51.16210045,4.73706143858"
2290,4.769482,51.2023448,"51.2023448,4.769482"
2300,4.948461,51.3233812,"51.3233812,4.948461"
2310,4.760708,51.3495046,"51.3495046,4.760708"
2320,4.7440656414186,51.39574085,"51.39574085,4.74406564142"
2321,4.7372548575575,51.46092495,"51.46092495,4.73725485756"
2322,4.8070790487489,51.43155825,"51.43155825,4.80707904875"
2323,4.8085930879726,51.3975366,"51.3975366,4.80859308797"
2328,4.8051679,51.4743516,"51.4743516,4.8051679"
2330,4.8627541,51.3580597,"51.3580597,4.8627541"
2340,4.7821797,51.2988018,"51.2988018,4.7821797"
2350,4.8878026,51.3129153,"51.3129153,4.8878026"
2360,4.9817086,51.3178319,"51.3178319,4.9817086"
2370,5.0864557,51.3202315,"51.3202315,5.0864557"
2380,5.0198122919518,51.3808625,"51.3808625,5.01981229195"
2381,5.0182445420616,51.41206885,"51.41206885,5.01824454206"
2382,5.0488069670452,51.45063155,"51.45063155,5.04880696705"
2387,4.9004051710883,51.412750431352,"51.4127504314,4.90040517109"
2390,4.7149828,51.3001124,"51.3001124,4.7149828"
2400,5.1155267,51.1840421,"51.1840421,5.1155267"
2430,4.9972890275518,51.10171295,"51.10171295,4.99728902755"
2431,4.9552253,51.0801317,"51.0801317,4.9552253"
2440,4.9903187,51.1610826,"51.1610826,4.9903187"
2450,5.0772388,51.1317433,"51.1317433,5.0772388"
2460,4.967812,51.2407915,"51.2407915,4.967812"
2470,5.0843883,51.2675862,"51.2675862,5.0843883"
2480,5.113243,51.2395713,"51.2395713,5.113243"
2490,5.1937730761009,51.171804,"51.171804,5.1937730761"
2491,5.1648214462792,51.13368515,"51.13368515,5.16482144628"
2500,4.5696516,51.131069,"51.131069,4.5696516"
2520,4.5967162,51.1813951,"51.1813951,4.5967162"
2530,4.510406865149,51.1596941,"51.1596941,4.51040686515"
2531,4.5226229,51.1753099,"51.1753099,4.5226229"
2540,4.477387,51.1486117,"51.1486117,4.477387"
2547,4.4922187,51.1268305,"51.1268305,4.4922187"
2550,4.453,51.1052659,"51.1052659,4.453"
2560,4.6393456001407,51.14453105,"51.14453105,4.63934560014"
2570,4.5061988,51.0957176,"51.0957176,4.5061988"
2580,4.6630807412987,51.06299735,"51.06299735,4.6630807413"
2590,4.6640387634597,51.10303735,"51.10303735,4.66403876346"
2600,4.4317026387884,51.1918493,"51.1918493,4.43170263879"
2610,4.3876309610455,51.1638451,"51.1638451,4.38763096105"
2620,4.3420555,51.1442105,"51.1442105,4.3420555"
2627,4.3361875,51.1245635,"51.1245635,4.3361875"
2630,4.3870241,51.133297,"51.133297,4.3870241"
2640,4.4593335,51.1741789,"51.1741789,4.4593335"
2650,4.4384284,51.1574786,"51.1574786,4.4384284"
2660,4.3511502171395,51.1757824,"51.1757824,4.35115021714"
2800,4.4568748,51.0657941,"51.0657941,4.4568748"
2801,4.4124762563322,51.0519355,"51.0519355,4.41247625633"
2811,4.4211910518318,51.01166405,"51.01166405,4.42119105183"
2812,4.5182999731643,51.0083206,"51.0083206,4.51829997316"
2820,4.5378217779072,51.0261294,"51.0261294,4.53782177791"
2830,4.3723517,51.0565194,"51.0565194,4.3723517"
2840,4.4058899586301,51.1044854,"51.1044854,4.40588995863"
2845,4.3303396,51.1098649,"51.1098649,4.3303396"
2850,4.3667216,51.0873789,"51.0873789,4.3667216"
2860,4.5114278140147,51.06232435,"51.06232435,4.51142781401"
2861,4.5799614,51.0624913,"51.0624913,4.5799614"
2870,4.2808516096232,51.05486435,"51.05486435,4.28085160962"
2880,4.2423260051519,51.0924649,"51.0924649,4.24232600515"
2890,4.2519213925908,51.0451478,"51.0451478,4.25192139259"
2900,4.4980446,51.2516344,"51.2516344,4.4980446"
2910,4.4701309,51.4677957,"51.4677957,4.4701309"
2920,4.4763255,51.3832723,"51.3832723,4.4763255"
2930,4.489307,51.2930933,"51.2930933,4.489307"
2940,4.4046996,51.3066168,"51.3066168,4.4046996"
2950,4.4312318305558,51.332759,"51.332759,4.43123183056"
2960,4.5759347,51.2955923,"51.2955923,4.5759347"
2970,4.5955157359888,51.257095,"51.257095,4.59551573599"
2980,4.6455565344486,51.2428446,"51.2428446,4.64555653445"
2990,4.6428328,51.3994474,"51.3994474,4.6428328"
3000,4.6929903215189,50.8812533,"50.8812533,4.69299032152"
3001,4.6931307510281,50.85172925,"50.85172925,4.69313075103"
3010,4.7307614946269,50.88991545,"50.88991545,4.73076149463"
3012,4.7136294,50.9095362,"50.9095362,4.7136294"
3018,4.7001214,50.926428,"50.926428,4.7001214"
3020,4.6404471957661,50.9124843,"50.9124843,4.64044719577"
3040,4.6067572,50.8070345,"50.8070345,4.6067572"
3050,4.6678971,50.8217682,"50.8217682,4.6678971"
3051,4.6458289787229,50.8051035,"50.8051035,4.64582897872"
3052,4.7056796612254,50.8281673,"50.8281673,4.70567966123"
3053,4.7283706944623,50.81785645,"50.81785645,4.72837069446"
3054,4.6852713590102,50.82408165,"50.82408165,4.68527135901"
3060,4.6322907,50.8706469,"50.8706469,4.6322907"
3061,4.5905043649411,50.8419887,"50.8419887,4.59050436494"
3070,4.5364707039624,50.88326665,"50.88326665,4.53647070396"
3071,4.5750864125531,50.9104969,"50.9104969,4.57508641255"
3078,4.5972692536847,50.8782935,"50.8782935,4.59726925368"
3080,4.5565660886042,50.83488335,"50.83488335,4.5565660886"
3090,4.5385226,50.7729254,"50.7729254,4.5385226"
3110,4.7143205960258,50.9543637,"50.9543637,4.71432059603"
3111,4.7683306885409,50.9482552,"50.9482552,4.76833068854"
3118,4.7026877230529,50.9707189,"50.9707189,4.70268772305"
3120,4.6755134,50.9900457,"50.9900457,4.6755134"
3128,4.7505367662714,51.0075269,"51.0075269,4.75053676627"
3130,4.7826403117004,51.02422075,"51.02422075,4.7826403117"
3140,4.6265551,51.0049242,"51.0049242,4.6265551"
3150,4.6386824,50.9769286,"50.9769286,4.6386824"
3190,4.575800525,50.97828585,"50.97828585,4.575800525"
3191,4.5553278,50.9925865,"50.9925865,4.5553278"
3200,4.8042730440984,50.9670761,"50.9670761,4.8042730441"
3201,4.8856989624279,51.0118664,"51.0118664,4.88569896243"
3202,4.8970494266873,50.97591095,"50.97591095,4.89704942669"
3210,4.8400599406417,50.8821122,"50.8821122,4.84005994064"
3211,4.8908885858013,50.8721422,"50.8721422,4.8908885858"
3212,4.7894086649098,50.87211325,"50.87211325,4.78940866491"
3220,4.7557296717686,50.92172015,"50.92172015,4.75572967177"
3221,4.8338045392342,50.9470265,"50.9470265,4.83380453923"
3270,4.9547327768843,50.9725745,"50.9725745,4.95473277688"
3271,4.9770845794874,51.0278406,"51.0278406,4.97708457949"
3272,4.9484707287374,51.0192772,"51.0192772,4.94847072874"
3290,5.0964572,51.0392379,"51.0392379,5.0964572"
3293,5.0299404926122,50.9776976,"50.9776976,5.02994049261"
3294,5.0247465287649,51.0071839,"51.0071839,5.02474652876"
3300,4.9950692073381,50.8284931,"50.8284931,4.99506920734"
3320,4.88114193614,50.7877912,"50.7877912,4.88114193614"
3321,4.9193571,50.7665968,"50.7665968,4.9193571"
3350,5.0533455578997,50.84486375,"50.84486375,5.0533455579"
3360,4.7912847996064,50.80732735,"50.80732735,4.79128479961"
3370,4.8620269340011,50.84022445,"50.84022445,4.862026934"
3380,4.9513009,50.8725203,"50.8725203,4.9513009"
3381,4.9608776189751,50.88734525,"50.88734525,4.96087761898"
3384,4.9167554140969,50.8694607,"50.8694607,4.9167554141"
3390,4.9155513317582,50.9346235,"50.9346235,4.91555133176"
3391,4.9173431325348,50.8950541,"50.8950541,4.91734313253"
3400,5.0074922319452,50.78710135,"50.78710135,5.00749223195"
3401,5.0609420487376,50.72608345,"50.72608345,5.06094204874"
3404,5.1006534330464,50.7653693,"50.7653693,5.10065343305"
3440,5.1205761783641,50.8127265,"50.8127265,5.12057617836"
3450,5.1015810029407,50.89519195,"50.89519195,5.10158100294"
3454,5.1564917481959,50.88594765,"50.88594765,5.1564917482"
3460,5.0136688435307,50.94677135,"50.94677135,5.01366884353"
3461,4.9541212,50.9212106,"50.9212106,4.9541212"
3470,5.068392495735,50.90566935,"50.90566935,5.06839249573"
3471,5.0014628020046,50.8668096,"50.8668096,5.001462802"
3472,5.0065116045983,50.8930932577,"50.8930932577,5.0065116046"
3473,5.0037716328589,50.9129375,"50.9129375,5.00377163286"
3500,5.3368383970676,50.930358,"50.930358,5.33683839707"
3501,5.3512906396928,50.8769276,"50.8769276,5.35129063969"
3510,5.2509784643733,50.9524495,"50.9524495,5.25097846437"
3511,5.3052007,50.9439384,"50.9439384,5.3052007"
3512,5.2444291944072,50.91698375,"50.91698375,5.24442919441"
3520,5.3677683,50.9909835,"50.9909835,5.3677683"
3530,5.3713044,51.0281818,"51.0281818,5.3713044"
3540,5.2098576659451,50.94876395,"50.94876395,5.20985766595"
3545,5.1073913444455,50.9384339,"50.9384339,5.10739134445"
3550,5.2835531292784,51.04153335,"51.04153335,5.28355312928"
3560,5.2025589998731,51.00313255,"51.00313255,5.20255899987"
3570,5.3079873,50.8754731,"50.8754731,5.3079873"
3580,5.2208090823008,51.0502026,"51.0502026,5.2208090823"
3581,5.2443565507181,51.08973005,"51.08973005,5.24435655072"
3582,5.271159654589,51.06978945,"51.06978945,5.27115965459"
3583,5.1616725572109,51.04746375,"51.04746375,5.16167255721"
3590,5.4200307,50.9078485,"50.9078485,5.4200307"
3600,5.5001456,50.9654864,"50.9654864,5.5001456"
3620,5.6091315,50.8839456,"50.8839456,5.6091315"
3621,5.6626094755366,50.9284078,"50.9284078,5.66260947554"
3630,5.7355142,50.9921686,"50.9921686,5.7355142"
3631,5.7147232,50.9408858,"50.9408858,5.7147232"
3640,5.8089243331137,51.1492029,"51.1492029,5.80892433311"
3650,5.6991443859626,51.0328615,"51.0328615,5.69914438596"
3660,5.581962,51.0429949,"51.0429949,5.581962"
3665,5.5722025852462,51.0005396,"51.0005396,5.57220258525"
3668,5.6161660037867,51.0182495,"51.0182495,5.61616600379"
3670,5.5813814347439,51.08477665,"51.08477665,5.58138143474"
3680,5.791733,51.0947181,"51.0947181,5.791733"
3690,5.5725548,50.9318992,"50.9318992,5.5725548"
3700,5.4696959,50.7993981,"50.7993981,5.4696959"
3717,5.4260923,50.7273829,"50.7273829,5.4260923"
3720,5.3770000287821,50.86195255,"50.86195255,5.37700002878"
3721,5.4298574663068,50.8667966,"50.8667966,5.42985746631"
3722,5.4073456316551,50.85566395,"50.85566395,5.40734563166"
3723,5.4005632276197,50.84255235,"50.84255235,5.40056322762"
3724,5.4259091735787,50.8326029,"50.8326029,5.42590917358"
3730,5.4804957,50.8335665,"50.8335665,5.4804957"
3732,5.4481669278797,50.8422859,"50.8422859,5.44816692788"
3740,5.4734935,50.8921566,"50.8921566,5.4734935"
3742,5.5340486411054,50.8523326,"50.8523326,5.53404864111"
3746,5.556142701219,50.883259,"50.883259,5.55614270122"
3770,5.5744881,50.8071071,"50.8071071,5.5744881"
3790,5.8429342279842,50.74087835,"50.74087835,5.84293422798"
3791,5.8818776028446,50.72838165,"50.72838165,5.88187760284"
3792,5.8242427123549,50.72830265,"50.72830265,5.82424271235"
3793,5.8695304694514,50.75322225,"50.75322225,5.86953046945"
3798,5.7719461900567,50.7611375,"50.7611375,5.77194619006"
3800,5.230273192058,50.79912435,"50.79912435,5.23027319206"
3803,5.1461581286779,50.83411245,"50.83411245,5.14615812868"
3806,5.1322112767812,50.78000075,"50.78000075,5.13221127678"
3830,5.3111748927674,50.82338225,"50.82338225,5.31117489277"
3831,5.3322359627296,50.82704785,"50.82704785,5.33223596273"
3832,5.2936725006792,50.84319895,"50.84319895,5.29367250068"
3840,5.3055250033294,50.80105865,"50.80105865,5.30552500333"
3850,5.2233097,50.8972323,"50.8972323,5.2233097"
3870,5.2551977,50.7375944,"50.7375944,5.2551977"
3890,5.1325789475434,50.7513838,"50.7513838,5.13257894754"
3891,5.1743785728014,50.7345174,"50.7345174,5.1743785728"
3900,5.422976,51.2113458,"51.2113458,5.422976"
3910,5.4937001151083,51.2253075,"51.2253075,5.49370011511"
3920,5.3076895,51.2305657,"51.2305657,5.3076895"
3930,5.4792895720018,51.2684314,"51.2684314,5.479289572"
3940,5.3415643775263,51.11664635,"51.11664635,5.34156437753"
3941,5.3440439268887,51.1567865,"51.1567865,5.34404392689"
3945,5.1781109743218,51.11417145,"51.11417145,5.17811097432"
3950,5.5995581946268,51.1924818,"51.1924818,5.59955819463"
3960,5.6378178047643,51.16613895,"51.16613895,5.63781780476"
3970,5.2638924294785,51.1220584,"51.1220584,5.26389242948"
3971,5.2265355962879,51.11582725,"51.11582725,5.22653559629"
3980,5.0893974,51.0681628,"51.0681628,5.0893974"
3990,5.4147469555164,51.1272018,"51.1272018,5.41474695552"
4000,5.541864,50.648205,"50.648205,5.541864"
4020,5.5734203,50.6451381,"50.6451381,5.5734203"
4030,5.599573,50.621845,"50.621845,5.599573"
4031,5.5954054,50.6128164,"50.6128164,5.5954054"
4032,5.619261,50.6111024,"50.6111024,5.619261"
4040,5.6403906,50.6701887,"50.6701887,5.6403906"
4041,5.5846274,50.672653,"50.672653,5.5846274"
4042,5.563754,50.6933806,"50.6933806,5.563754"
4050,5.6469688,50.5847922,"50.5847922,5.6469688"
4051,5.6335963,50.6018717,"50.6018717,5.6335963"
4052,5.6387759,50.5589633,"50.5589633,5.6387759"
4053,5.619201,50.5893639,"50.5893639,5.619201"
4100,5.5355698,50.5742979,"50.5742979,5.5355698"
4101,5.5049541,50.6168289,"50.6168289,5.5049541"
4102,5.5389943,50.5992632,"50.5992632,5.5389943"
4120,5.4901079,50.5431751,"50.5431751,5.4901079"
4121,5.4514318,50.5520337,"50.5520337,5.4514318"
4122,5.5215011,50.5446771,"50.5446771,5.5215011"
4130,5.5757727440324,50.5337249,"50.5337249,5.57577274403"
4140,5.6466570762919,50.5065636,"50.5065636,5.64665707629"
4141,5.7172477995985,50.5248417,"50.5248417,5.7172477996"
4160,5.5225261,50.481662,"50.481662,5.5225261"
4161,5.5122974,50.4969412,"50.4969412,5.5122974"
4162,5.5009881,50.4869156,"50.4869156,5.5009881"
4163,5.4707571,50.4960227,"50.4960227,5.4707571"
4170,5.5764707268884,50.474910743586,"50.4749107436,5.57647072689"
4171,5.5827847,50.5097627,"50.5097627,5.5827847"
4180,5.5428656,50.4454473,"50.4454473,5.5428656"
4181,5.5680501,50.426751,"50.426751,5.5680501"
4190,5.5512446,50.3955089,"50.3955089,5.5512446"
4210,5.0495231,50.5795921,"50.5795921,5.0495231"
4217,5.1257368,50.5487123,"50.5487123,5.1257368"
4218,5.1318708,50.5331675,"50.5331675,5.1318708"
4219,5.0305133,50.6266779,"50.6266779,5.0305133"
4250,5.1679183,50.6841901,"50.6841901,5.1679183"
4252,5.1969427,50.6554534,"50.6554534,5.1969427"
4253,5.187047,50.6649171,"50.6649171,5.187047"
4254,5.182381,50.66174,"50.66174,5.182381"
4257,5.2146261,50.6977331,"50.6977331,5.2146261"
4260,5.1435257,50.6300711,"50.6300711,5.1435257"
4261,5.1632447,50.6242037,"50.6242037,5.1632447"
4263,5.1765528,50.639549,"50.639549,5.1765528"
4280,5.0813689,50.6300028,"50.6300028,5.0813689"
4287,5.0318166,50.711613,"50.711613,5.0318166"
4300,5.2888884,50.6893285,"50.6893285,5.2888884"
4317,5.256235,50.6229561,"50.6229561,5.256235"
4340,5.4680939,50.7159281,"50.7159281,5.4680939"
4342,5.4556394,50.6808099,"50.6808099,5.4556394"
4347,5.4271453,50.6547034,"50.6547034,5.4271453"
4350,5.3267174,50.6807151,"50.6807151,5.3267174"
4351,5.3426579,50.6960127,"50.6960127,5.3426579"
4357,5.3199408,50.6478971,"50.6478971,5.3199408"
4360,5.3537922,50.7214501,"50.7214501,5.3537922"
4367,5.397318,50.715885,"50.715885,5.397318"
4400,5.4580872,50.6022808,"50.6022808,5.4580872"
4420,5.539419,50.6305341,"50.6305341,5.539419"
4430,5.5190612,50.6624326,"50.6624326,5.5190612"
4431,5.502732,50.665153,"50.665153,5.502732"
4432,5.5129926,50.6742549,"50.6742549,5.5129926"
4450,5.5234944,50.6879619,"50.6879619,5.5234944"
4451,5.552484,50.687631,"50.687631,5.552484"
4452,5.5241784,50.7280141,"50.7280141,5.5241784"
4453,5.5434045,50.7097826,"50.7097826,5.5434045"
4458,5.5714611,50.7219179,"50.7219179,5.5714611"
4460,5.503152,50.644955,"50.644955,5.503152"
4470,5.3579041,50.6000686,"50.6000686,5.3579041"
4480,5.4444346,50.5445135,"50.5445135,5.4444346"
4500,5.259369,50.527586,"50.527586,5.259369"
4520,5.1880583,50.522397,"50.522397,5.1880583"
4530,5.2835083,50.5849842,"50.5849842,5.2835083"
4537,5.3041269,50.5857931,"50.5857931,5.3041269"
4540,5.3202782,50.575487,"50.575487,5.3202782"
4550,5.3708571,50.5081151,"50.5081151,5.3708571"
4557,5.4029395,50.4595451,"50.4595451,5.4029395"
4560,5.3575692,50.4115085,"50.4115085,5.3575692"
4570,5.2683004,50.4462845,"50.4462845,5.2683004"
4577,5.2948879,50.481124199999996,"50.4811242,5.2948879"
4590,5.427096,50.4487876,"50.4487876,5.427096"
4600,5.695536,50.7336644,"50.7336644,5.695536"
4601,5.686015,50.6957645,"50.6957645,5.686015"
4602,5.670164,50.682809,"50.682809,5.670164"
4606,5.7536486,50.6953487,"50.6953487,5.7536486"
4607,5.7138885,50.7041818,"50.7041818,5.7138885"
4608,5.7764464,50.7195828,"50.7195828,5.7764464"
4610,5.6785831,50.6371513,"50.6371513,5.6785831"
4620,5.6832219,50.6168354,"50.6168354,5.6832219"
4621,5.6978166,50.6302993,"50.6302993,5.6978166"
4623,5.6811009,50.6028765,"50.6028765,5.6811009"
4624,5.6655488,50.6068155,"50.6068155,5.6655488"
4630,5.7042703,50.6493983,"50.6493983,5.7042703"
4631,5.7060994,50.6418082,"50.6418082,5.7060994"
4632,5.7262388,50.6508837,"50.6508837,5.7262388"
4633,5.7370469,50.6460841,"50.6460841,5.7370469"
4650,5.8342711,50.6319367,"50.6319367,5.8342711"
4651,5.8194813,50.6482697,"50.6482697,5.8194813"
4652,5.7726472,50.6037018,"50.6037018,5.7726472"
4653,5.7594413,50.6614055,"50.6614055,5.7594413"
4654,5.8048204,50.669117,"50.669117,5.8048204"
